,순위,항목,집계구번호,값,비율(%),도로명 주소,폴리곤_위치정보
10,11,화양동_11,11050530020006,356,2.6,서울특별시 광진구 동일로28길 49-9,"POLYGON ((127.06988866762583 37.54635956879536, 127.06949470153381 37.546043638430085, 127.06943429107527 37.546061242396014, 127.06937442410631 37.54607901779114, 127.069373824237 37.54607919859454, 127.06911648078272 37.546155290344856, 127.06911506671094 37.54615570611235, 127.0689740296938 37.5461969708902, 127.06896420970408 37.54619984099833, 127.0688550750667 37.54623177139791, 127.06882710919875 37.54623982472856, 127.0688397160429 37.546265495319346, 127.06884850171215 37.54628339312916, 127.06889334953378 37.54636284436412, 127.06890862686463 37.54638910877601, 127.06895556997209 37.546469774578924, 127.06902973693667 37.54659796982154, 127.0690435776668 37.54662405502379, 127.0690581094868 37.54665143705906, 127.06911769354407 37.54675901735508, 127.06916957628916 37.5468585555999, 127.06918884677401 37.54689442221424, 127.06921425353731 37.54688514536812, 127.06947282772548 37.54679073521698, 127.06987756195555 37.54665082127087, 127.07010748439632 37.546571066799984, 127.07012805781784 37.54654786336148, 127.07011791405726 37.54654265265471, 127.06988866762583 37.54635956879536))"
11,12,화양동_12,11050530020020,350,2.5,서울특별시 광진구 아차산로23길 24-4,"POLYGON ((127.06745805773285 37.54331992451857, 127.06723080229166 37.54289725125763, 127.06723024677608 37.542896224375056, 127.06717845060818 37.54279984752077, 127.06716820630575 37.54278043625676, 127.0671672186794 37.54277857136711, 127.067023921486 37.542507101884375, 127.067019944256 37.54249957180439, 127.06696599307644 37.54239736599529, 127.06696582403869 37.54239704178845, 127.06689292265851 37.542258815976936, 127.06686334242482 37.542268878342746, 127.06613348490703 37.54251726917001, 127.06610280766081 37.54252771038476, 127.0661740946113 37.54266049561101, 127.06617452570785 37.542661305697926, 127.0662217633447 37.54274963158695, 127.06592830174316 37.54284587233396, 127.06604107717392 37.54305131048537, 127.06632812946287 37.54294853997439, 127.06634837439535 37.54298637830189, 127.0664485854072 37.54317375729443, 127.0664193884749 37.54318343066205, 127.06615545358078 37.543270864183256, 127.06639476248928 37.54371360640852, 127.06640690102773 37.54373606219989, 127.06641061125538 37.5437347805821, 127.06642842726481 37.54372861677169, 127.06644816706783 37.54372178575371, 127.06664047557092 37.54365906073876, 127.06670484596249 37.54364217666406, 127.06670509434173 37.543642095569865, 127.06720802772531 37.54346887100172, 127.06721337798191 37.54346703020133, 127.06721910259185 37.543465053787244, 127.06740686963917 37.543400321592635, 127.0674861695028 37.54337540843687, 127.06745805773285 37.54331992451857))"
12,13,화양동_13,11050530020031,346,2.5,서울특별시 광진구 아차산로21길 92-8,"POLYGON ((127.06725185507773 37.5462673373882, 127.06773012850529 37.54611238721209, 127.06778997153994 37.54621960768659, 127.06780949977633 37.54625460837844, 127.06785348630754 37.546205578955, 127.06789169462586 37.54616150021092, 127.0679475398187 37.546100381895634, 127.06799457019419 37.546049989884516, 127.06802094355945 37.546020898748154, 127.06798772074544 37.54599516794625, 127.06795507384179 37.545969895344406, 127.06793414278587 37.545934543433745, 127.06784941482326 37.54577251983181, 127.06780611485121 37.54568973432634, 127.06774006843438 37.54556726368726, 127.06773401572215 37.54555486955314, 127.0677132405482 37.54551236319404, 127.06769542582285 37.54547590135456, 127.06766165354934 37.5454169860339, 127.06763799057079 37.54537723805653, 127.06759706866372 37.54530849705994, 127.06751558186966 37.54515041137042, 127.06749650327508 37.54511074142605, 127.0674848475957 37.545086123362566, 127.06740261223287 37.54511662403339, 127.06722344511597 37.545178070765864, 127.06721106388464 37.5451540394597, 127.06714105756575 37.54504201326925, 127.06706264051368 37.54506623898963, 127.06662277338789 37.54521563359737, 127.06663144361694 37.54523145893605, 127.06664013861459 37.545247310496734, 127.06669619404984 37.545336713209856, 127.06670939293124 37.54535538357933, 127.06673207972865 37.54539295953354, 127.06677049180699 37.545466288503945, 127.06681143021429 37.54554085983858, 127.06681530724637 37.54554793073589, 127.06687409530721 37.545655027019464, 127.06690421059479 37.5457102308865, 127.0669482515047 37.545790980575845, 127.06703012919041 37.54594109379527, 127.06708428917423 37.54603543510986, 127.06709569170775 37.54605528412989, 127.06722115102909 37.546277282144295, 127.06725185507773 37.5462673373882))"
13,14,화양동_14,11050530020005,343,2.5,서울특별시 광진구 아차산로33길 73-3,"POLYGON ((127.07033719507221 37.544008422965476, 127.07066873921382 37.54367696186481, 127.07090587669671 37.54382264789524, 127.07091054547878 37.543818032798825, 127.07109002126856 37.54363660243576, 127.07129988292567 37.54342325883263, 127.0713000752614 37.54342367323807, 127.07134026926404 37.54351042392747, 127.07136966966408 37.54357387055056, 127.0714246608691 37.54369254494971, 127.07151838305062 37.54389479815371, 127.07153568591302 37.54393214361144, 127.07165786681914 37.54419424164383, 127.07169351144671 37.54424272945555, 127.071711956583 37.5442678296608, 127.07176240634172 37.54418855741791, 127.07177490568546 37.54417198088128, 127.0719544282362 37.54393384977414, 127.07203692881725 37.5438243206679, 127.0721269095321 37.54370486769728, 127.07218729962314 37.54363254468158, 127.07230846483503 37.543487403307395, 127.07215448704949 37.54316019229834, 127.07199790446425 37.543227076733615, 127.0715934273236 37.54333845494317, 127.07146140688013 37.543056513838984, 127.07137648366617 37.542884312097385, 127.07126346525148 37.54265276948537, 127.07124266114428 37.54261015637492, 127.07105293291887 37.54279979176153, 127.07102643521745 37.54282727872317, 127.07102085075898 37.54283307485238, 127.07082697899078 37.5430342366313, 127.07082470716459 37.54303659804454, 127.07071504177362 37.54315038558606, 127.0704734516077 37.54338820886371, 127.07046721104743 37.5433944929283, 127.0704232578921 37.54343869315894, 127.07037046291161 37.543491522302645, 127.07036915088092 37.5434929110055, 127.07007661468177 37.54380235531904, 127.06982037971389 37.54406862114246, 127.0697565975171 37.54412109539816, 127.06978983900444 37.544141961143765, 127.06981981955452 37.54416079329572, 127.07005093310309 37.54429057269218, 127.07005194070277 37.544291148715324, 127.07007320651526 37.544270071381, 127.07033719507221 37.544008422965476))"
14,15,화양동_15,11050530020019,340,2.5,서울특별시 광진구 아차산로21길 68,"POLYGON ((127.06706264051368 37.54506623898963, 127.06714105756575 37.54504201326925, 127.06721106388464 37.5451540394597, 127.06722344511597 37.545178070765864, 127.06740261223287 37.54511662403339, 127.0674848475957 37.545086123362566, 127.0674730015484 37.545062316679335, 127.06745758775112 37.54503316003007, 127.06734466915012 37.54482702242692, 127.06733647375295 37.54481206958243, 127.06728896070427 37.54472433173762, 127.06725755753048 37.54473469219114, 127.06710161671538 37.5447861710426, 127.0670211875707 37.54481384965246, 127.06693662554272 37.5446581417528, 127.06682993472636 37.544468289590455, 127.06706877978417 37.54438614908049, 127.06710060046963 37.54437521156031, 127.06705460846722 37.544291156687656, 127.0670346202375 37.54425284891976, 127.0669771490148 37.54414270732652, 127.06696359287723 37.544116739204156, 127.0669122154953 37.54402048726001, 127.06690269382482 37.544002355851354, 127.06690045007764 37.543998067995645, 127.06687111676965 37.544007599482995, 127.06672783540547 37.54405416956514, 127.06651938268692 37.544121146607615, 127.06650301935883 37.54412058807341, 127.06645959619803 37.54411325118666, 127.06642756390725 37.54410306995932, 127.06640277196236 37.544090928745945, 127.06636988834697 37.54410303844838, 127.06632874695316 37.54411745863556, 127.06609183682392 37.544200525047515, 127.06605078491516 37.54421491751204, 127.06608345881992 37.54427338309916, 127.06612009484802 37.54433554973889, 127.06616968178706 37.54442319654629, 127.06621452109913 37.544502452278316, 127.066224233375 37.544519709233235, 127.06629823802727 37.54465114145441, 127.06631952163067 37.54468894487578, 127.06643122803052 37.54487947659239, 127.06638705001131 37.54489470315852, 127.06602592772637 37.545019175686406, 127.06595534529032 37.544891264827314, 127.06578811462123 37.5449482257247, 127.06558752736633 37.545016548717115, 127.06558846834317 37.54501825755107, 127.0656019289242 37.54504268865267, 127.06563985971891 37.545108414252816, 127.0657182391258 37.54524609757437, 127.06572518015491 37.54525828956606, 127.06577146790191 37.545339599614984, 127.065853573126 37.54548296606862, 127.0658614388019 37.54549716063393, 127.06588443300753 37.54553865692047, 127.06591507934921 37.545593699839706, 127.06592514295097 37.54561168639289, 127.0659280829216 37.54561693764865, 127.06595461310081 37.545607580909696, 127.06608666521885 37.54556484723778, 127.06614295791317 37.545546624147974, 127.06630746367458 37.545492403665776, 127.06663201659683 37.54538356436415, 127.06670939293124 37.54535538357933, 127.06669619404984 37.545336713209856, 127.06664013861459 37.545247310496734, 127.06663144361694 37.54523145893605, 127.06662277338789 37.54521563359737, 127.06706264051368 37.54506623898963))"
15,16,화양동_16,11050530020004,338,2.4,서울특별시 광진구 아차산로25길 32-6,"POLYGON ((127.06789046888397 37.54240331964212, 127.06783593881015 37.54230217659903, 127.06754902249709 37.54238767957193, 127.0674960713343 37.5422899862193, 127.06777546272403 37.54218983947061, 127.06777319700244 37.54218563358974, 127.06776950219499 37.542178778802274, 127.06766644303802 37.54198734880987, 127.06766623808201 37.54198697038662, 127.0676348267519 37.54199758329638, 127.06740448231457 37.54207536834791, 127.06739083976139 37.542080259577006, 127.06723407101732 37.541773820733276, 127.06721780492903 37.54174204247699, 127.06721667415329 37.541742421403846, 127.06696953596075 37.54182865734488, 127.06696917410275 37.541828784029214, 127.06670425251315 37.54192119246989, 127.0668918119157 37.54225670812359, 127.06689292265851 37.542258815976936, 127.06696582403869 37.54239704178845, 127.06696599307644 37.54239736599529, 127.067019944256 37.54249957180439, 127.067023921486 37.542507101884375, 127.0671672186794 37.54277857136711, 127.06716820630575 37.54278043625676, 127.06717845060818 37.54279984752077, 127.06723024677608 37.542896224375056, 127.06723080229166 37.54289725125763, 127.06745805773285 37.54331992451857, 127.0674861695028 37.54337540843687, 127.06774909224264 37.54328348759949, 127.06775435308754 37.543281646481525, 127.06775781383114 37.54328042789639, 127.06779023326844 37.5432690119323, 127.06789181587251 37.54323453829794, 127.06799806773918 37.54319753711167, 127.06800323776994 37.54319573168468, 127.06814486278128 37.543146818595126, 127.06826780021954 37.5431036814158, 127.06816397873023 37.54290876624487, 127.068163026842 37.542906974491245, 127.06811058308844 37.542808641534165, 127.06811028850811 37.54280810145464, 127.06806369343657 37.542723570626954, 127.06806281297749 37.54272196570083, 127.06801189843503 37.54262780613645, 127.06801057464267 37.54262534600758, 127.0679361878678 37.542487770694436, 127.06793584856558 37.542487131287615, 127.06789174906845 37.54240568767026, 127.06789046888397 37.54240331964212))"
16,17,화양동_17,11050530020035,329,2.4,서울특별시 광진구 군자로6길 13-4,"POLYGON ((127.07172176093907 37.54595154256269, 127.07172932417969 37.545931734821, 127.07176498648836 37.54593769590927, 127.07189490071816 37.54595913425203, 127.07196142200361 37.54596653667915, 127.07202377943268 37.54597477934534, 127.07206430711214 37.545981369082334, 127.07207263072657 37.545987156211474, 127.07207336482095 37.54599695927823, 127.0720578121453 37.54607631031157, 127.07204420369106 37.546153578157025, 127.07204551009828 37.54615773093003, 127.07204877072671 37.546160837091264, 127.07205463569346 37.54616342809601, 127.07206505790946 37.54616549482663, 127.07220965725031 37.54618200426403, 127.07230279343311 37.546189724625926, 127.07236793079734 37.54619331627136, 127.0723900662127 37.54619537491695, 127.0724030907979 37.54619588987561, 127.07241611319108 37.54619380983826, 127.07242913386791 37.54618964857066, 127.07244866695953 37.546179780084735, 127.0724772988379 37.54615850814723, 127.07248901112764 37.54614657247661, 127.07251764119582 37.54611232648304, 127.07255405769911 37.546054235416925, 127.07256380985221 37.546040219500554, 127.07256446205992 37.546035038180236, 127.07256574614307 37.5460179279365, 127.0725637387902 37.54596503198533, 127.07256438353367 37.54595362498711, 127.07256242165698 37.54594947256325, 127.07256046127837 37.54594585192605, 127.07255395041524 37.545941188216496, 127.07244514534153 37.54590028567029, 127.07242104569342 37.54589251529082, 127.07241322080391 37.545886816536324, 127.07239954275667 37.54587645372857, 127.07236629153995 37.54584692215567, 127.07233109961766 37.54581271452115, 127.07231466498416 37.54579603767338, 127.0723053666647 37.54577618594371, 127.07230733241188 37.54577292294913, 127.07231469926192 37.545760710134786, 127.07233267577617 37.54574409393214, 127.07236429001317 37.545706837399756, 127.07239015532704 37.54566787185956, 127.0724073910832 37.54564438189146, 127.07241845011099 37.54562591356862, 127.07241690237397 37.54560395728575, 127.07241614571258 37.54559333480481, 127.07240247705538 37.5455589437744, 127.07237971241415 37.54552636845242, 127.07236625413668 37.54550865319955, 127.0723022098936 37.545489788473915, 127.07228329625762 37.54548379984999, 127.07223816342629 37.54546577155385, 127.07215035537202 37.545418846263026, 127.07212980612762 37.545407875341304, 127.07211327418108 37.54542032801086, 127.07208225262293 37.54543865457786, 127.07203169416493 37.54546339014644, 127.07195930079754 37.54549272461072, 127.07184324427521 37.54553764551564, 127.0717938319311 37.545554144968314, 127.07177429203877 37.545556904349205, 127.0717524524236 37.54555600763346, 127.07174826490997 37.54555564001149, 127.07174796105828 37.545568777029864, 127.07174569594835 37.545664148189246, 127.07173614377362 37.54568652568904, 127.07172676147562 37.54570848830914, 127.07169010926152 37.54575585757576, 127.07165980218852 37.545813286402925, 127.07161901181031 37.545889029661325, 127.07160844978155 37.545908641737554, 127.0715664725787 37.54590057557324, 127.07146148271785 37.545874167118946, 127.07138976639364 37.54585435105438, 127.07136891820598 37.54584853467739, 127.07127438382024 37.545822145958056, 127.07118291543657 37.545794900310526, 127.07112470088126 37.54577589657668, 127.07106442109917 37.545762696361834, 127.07099997475365 37.54574784138284, 127.07096983674437 37.545742894311495, 127.0708087314409 37.54571568918251, 127.07070622349343 37.54570546838431, 127.0706881845108 37.54570330806508, 127.07063397498199 37.545696789757145, 127.07058000765274 37.54576725147808, 127.07054139793577 37.54582163119109, 127.07051483411347 37.54585903718896, 127.07050030496723 37.545883418223006, 127.07045680550898 37.54595640570277, 127.07042010025168 37.54603337120521, 127.07030022410227 37.54628330475853, 127.07024950650822 37.54640732843743, 127.07018668594388 37.546560948116465, 127.07018413251292 37.54657664489991, 127.07018128539757 37.54659419737847, 127.07021635927039 37.54677307775571, 127.0702320936419 37.54685332027317, 127.07028041684934 37.54684394900996, 127.07033367273887 37.54683648493294, 127.07049301853444 37.546817371898975, 127.07051745833573 37.54681519479341, 127.07058507995131 37.54681245273519, 127.07059180137094 37.546812178829505, 127.07132287390564 37.54675868000382, 127.07135761089418 37.54675568652673, 127.0713829562361 37.54675233804428, 127.07140467728908 37.54674691773486, 127.0717131787926 37.54665834889863, 127.07172811324489 37.54665410538984, 127.07188718185772 37.546619592567744, 127.07192383549805 37.54660884883323, 127.0719816157774 37.546586154907295, 127.07198310889615 37.54658556812586, 127.07201489399739 37.54657297065007, 127.07162399507288 37.54620771661253, 127.07172176093907 37.54595154256269))"
17,18,화양동_18,11050530020029,325,2.4,서울특별시 광진구 동일로26길 37,"POLYGON ((127.06858535287874 37.545401120549705, 127.06860479687778 37.54537984665226, 127.06862530413468 37.545357544568894, 127.06862808484894 37.54535451536327, 127.06869930407663 37.54527707978475, 127.0687552618229 37.545216050746646, 127.06875693530871 37.54521422079289, 127.06882218526103 37.54514285196836, 127.06889233029953 37.545066704872134, 127.06889476121886 37.545064063780536, 127.06892030956602 37.5450363890668, 127.06894529206386 37.54500907461924, 127.06894792693637 37.54500620802501, 127.06890815324795 37.5449826429586, 127.06874961620072 37.54488869652622, 127.06869830771149 37.5448222416337, 127.06864347410121 37.54472299254467, 127.06863025766879 37.54469905209836, 127.06862715880308 37.54470012600224, 127.06850702456353 37.5447420001675, 127.06833745515947 37.54480093100997, 127.06833646045874 37.54480126450781, 127.06826664130992 37.54482457693816, 127.06826270444242 37.544825894713625, 127.06824874096064 37.54480058414957, 127.06823653408996 37.54477846268323, 127.06816476660744 37.544646958706196, 127.06811765207917 37.544562201599575, 127.0680778257947 37.5444905506978, 127.06803128962679 37.54440682051693, 127.06800506050571 37.544356676909835, 127.06797428677254 37.54429783215656, 127.06794125519347 37.54430893313802, 127.06759616422526 37.54442477827792, 127.06722906946035 37.54454627438285, 127.0671984249451 37.54455641854181, 127.06723665504076 37.544627738547014, 127.06728896070427 37.54472433173762, 127.06733647375295 37.54481206958243, 127.06734466915012 37.54482702242692, 127.06745758775112 37.54503316003007, 127.0674730015484 37.545062316679335, 127.0674848475957 37.545086123362566, 127.06749650327508 37.54511074142605, 127.06751558186966 37.54515041137042, 127.06759706866372 37.54530849705994, 127.06763799057079 37.54537723805653, 127.06766165354934 37.5454169860339, 127.06769542582285 37.54547590135456, 127.0677132405482 37.54551236319404, 127.06774123431813 37.54550317542208, 127.06808966782538 37.545388796900056, 127.06819199578524 37.54543910432525, 127.06838122226434 37.545558828814066, 127.06841877276612 37.54558258515066, 127.06842007840211 37.54558114232653, 127.06848315990442 37.54551353252505, 127.06858438107373 37.54540219321498, 127.06858535287874 37.545401120549705))"
18,19,화양동_19,11050530020024,321,2.3,서울특별시 광진구 군자로 49,"POLYGON ((127.07046603925313 37.54799404214593, 127.0705692786549 37.54798582777125, 127.07061554335135 37.548001717428576, 127.07061888541904 37.54800286345891, 127.07084740108357 37.5479769438655, 127.0709156886256 37.54796919706091, 127.07111510015262 37.54794658368074, 127.07111645271888 37.54794642998069, 127.07122625059246 37.5479339718475, 127.07131407660232 37.547924008097226, 127.07167197565431 37.54788340300331, 127.07167027932239 37.54786450359511, 127.07165790253386 37.547735300255646, 127.07160616813488 37.54760539979105, 127.07156682446794 37.547511656964566, 127.07155464681304 37.54748339141637, 127.07152425978771 37.54737269598433, 127.07151447232167 37.54733704890784, 127.07147047276001 37.5473447517279, 127.07127390697296 37.54737542060381, 127.07118584278993 37.547386952707825, 127.07105847690858 37.54740363111788, 127.07099640428578 37.54741108332722, 127.07083181910485 37.54743082970495, 127.07068439852553 37.54744852183079, 127.07043385436725 37.54747566165181, 127.07039705731084 37.54748011654963, 127.07035595092698 37.547485086677554, 127.07030987149041 37.54748511368465, 127.07007321164075 37.5475008425662, 127.0699173311803 37.547511200172416, 127.06968950687215 37.54752535064717, 127.06954686414934 37.54753420838657, 127.06953061526576 37.547535272231286, 127.06918108375892 37.54755817805962, 127.06900940601926 37.54756858410561, 127.06900834262488 37.547568646928916, 127.06878620903689 37.54758159508113, 127.06877420259558 37.547582350727964, 127.06904203111533 37.548059126521245, 127.06907591773171 37.548185491834005, 127.0694351400074 37.54814474875326, 127.06951874563772 37.548135266697294, 127.06988572038624 37.54809364377008, 127.07043662125083 37.548031155608015, 127.07044055513296 37.54802346514538, 127.07045515739 37.5479949093321, 127.07046603925313 37.54799404214593))"
19,20,화양동_20,11050530020002,318,2.3,서울특별시 광진구 동일로22길 17-14,"POLYGON ((127.0664485854072 37.54317375729443, 127.06634837439535 37.54298637830189, 127.06632812946287 37.54294853997439, 127.06604107717392 37.54305131048537, 127.06592830174316 37.54284587233396, 127.0662217633447 37.54274963158695, 127.06617452570785 37.542661305697926, 127.0661740946113 37.54266049561101, 127.06610280766081 37.54252771038476, 127.06608945640579 37.54250282273588, 127.06595398794856 37.54225048400643, 127.06593833556674 37.54221913776977, 127.06592235215312 37.5421865131238, 127.06564024510814 37.542284289335136, 127.0656384234954 37.54228492169382, 127.06537816057107 37.542375116134295, 127.06537760476245 37.54237530519433, 127.06507860748285 37.542476728772336, 127.0651093247135 37.5425274384726, 127.06526197344711 37.54279981628672, 127.06537982896798 37.54300634998532, 127.06538688803312 37.5430186352718, 127.06525003575395 37.54307035411372, 127.0653155984397 37.54317835586141, 127.06541416871725 37.54314037151218, 127.06545130615179 37.54313624296436, 127.06545723761312 37.54315109745674, 127.06545738477556 37.54315148467963, 127.06546540300593 37.543171905524105, 127.06562779113531 37.54345103557672, 127.06562958122716 37.543454277995984, 127.06564149748438 37.54347579027654, 127.06588471176096 37.543917339148116, 127.06595247032293 37.54389270457321, 127.0661528980468 37.543823597087936, 127.06615688158847 37.54382222543378, 127.06640690102773 37.54373606219989, 127.06639476248928 37.54371360640852, 127.06615545358078 37.543270864183256, 127.0664193884749 37.54318343066205, 127.0664485854072 37.54317375729443))"
20,21,화양동_21,11050530020015,318,2.3,서울특별시 광진구 아차산로29길 28-7,"POLYGON ((127.0692085208549 37.54110809686403, 127.06919087354103 37.5410754467417, 127.06880259739525 37.541208708032535, 127.06854109716821 37.54129845608026, 127.06828122841371 37.541387645270504, 127.06831372751968 37.541453543054615, 127.06852494705025 37.54185852707966, 127.06854248207158 37.54189139412421, 127.06858606112876 37.541973054630766, 127.0686549395602 37.542102135821885, 127.06868189301618 37.542152638853516, 127.06869424138259 37.54217549902222, 127.06880910760444 37.54238817647805, 127.0688698461804 37.54250064019062, 127.06891468550911 37.54258392853808, 127.06902486517463 37.54278859003823, 127.0690546013242 37.54283794670231, 127.06905649390222 37.54284131477366, 127.06911859644943 37.5428205560749, 127.06918103746322 37.54279979768418, 127.06928906523763 37.54276162374808, 127.06929001465318 37.54276129011123, 127.06940715936854 37.54271995763385, 127.06940864065498 37.54271945105896, 127.06958013886421 37.54266075281391, 127.06970089201192 37.54261942686974, 127.06971473848999 37.542614688437844, 127.06973474834574 37.54260783804653, 127.06997331490845 37.5425280521531, 127.06997449220522 37.54252765535214, 127.06995824903746 37.542497166507125, 127.0699572625197 37.54249529260163, 127.06994123556086 37.542465001939554, 127.06986314100419 37.54232003220182, 127.06976841862782 37.542144222451334, 127.06975718698587 37.542123371044894, 127.06964511275825 37.54191532415003, 127.06964359399217 37.54191250546072, 127.06962311217625 37.54187447754103, 127.06947391914449 37.541597526360846, 127.06937300023742 37.541411033363964, 127.06927521013804 37.54123032392319, 127.06922182620352 37.5411316599104, 127.0692085208549 37.54110809686403))"
